web-scraper-order,web-scraper-start-url,article_link,article_link-href,details,etat,adresse,prix,image_lien-src
"1717212124-94","https://www.expat-dakar.com/climatisation?page=11","CLIMATISATION INVERTER
Neuf
Derkle,
Dakar

17. mai, 16:37

1 F Cfa

781455959

776451195","https://www.expat-dakar.com/annonce/climatisation-inverter-6072454","CLIMATISATION INVERTER","Neuf","Derkle

Dakar","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/843b9dadec9b402c52288122d82a9b3f/-/horizon-files-prod/ed/picture/qrzvgnjm/969d88483138a8b623dc490bc5a617613fa83882.jpg"
"1717212127-95","https://www.expat-dakar.com/climatisation?page=11","Split enduro 12000btu 1.5cv
Neuf
Colobane,
Dakar

17. mai, 23:18

155 000 F Cfa

776164045","https://www.expat-dakar.com/annonce/split-enduro-12000btu-15cv-6055034","Split enduro 12000btu 1.5cv","Neuf","Colobane

Dakar","155 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bcee5feefbf403cd2d52875c33547884/-/horizon-files-prod/ed/picture/qm5p2qj2/16e38b0188052b6a8ec2212e55544d9b767b204c.png"
"1717212130-96","https://www.expat-dakar.com/climatisation?page=11","Climatiseur SMART
D'occasion
Sicap foire,
Dakar

samedi, 11:28

210 000 F Cfa

774099616","https://www.expat-dakar.com/annonce/climatiseur-smart-6072842","Climatiseur SMART","D'occasion","Sicap foire

Dakar","210 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/76fdfc5bc91822b1eafbbd555ac9a0ad/-/horizon-files-prod/ed/picture/qenq6pv9/e5a01141ab25991cf29e4066ada2bd18a29b34db.jpg"
"1717212132-97","https://www.expat-dakar.com/climatisation?page=11","CLIMATISEUR BEKO 18000BTU 2.25 CV R410
Neuf
Plateau,
Dakar

vendredi, 11:58

365 000 F Cfa

390 000 F Cfa

Économisez 6.4%

775267261","https://www.expat-dakar.com/annonce/climatiseur-beko-18000btu-225-cv-r410-2969411","CLIMATISEUR BEKO 18000BTU 2.25 CV R410","Neuf","Plateau

Dakar","365 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/676bbf0c958388ecf52dfc9667ea7eca/-/horizon-files-prod/ed/picture/qxe9028/fa5fb1d2bdae2c40e13ed6ab3008c833c7a4d694.jpg"
"1717212135-98","https://www.expat-dakar.com/climatisation?page=11","CLIMATISEURS Split enduro 12000BTU 1.5 CV R410
Neuf
Plateau,
Dakar

vendredi, 11:54

190 000 F Cfa

775267261","https://www.expat-dakar.com/annonce/climatiseurs-split-enduro-12000btu-15-cv-r410-5909723","CLIMATISEURS Split enduro 12000BTU 1.5 CV R410","Neuf","Plateau

Dakar","190 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/639d04dee0e94050fab014b88d8b2651/-/horizon-files-prod/ed/picture/q785jv5z/1d6f2badeee759003954876a0deabafacb48b4ee.jpg"
"1717212138-99","https://www.expat-dakar.com/climatisation?page=11","Climatiseurs dernière génération inverter ✅✅
Neuf
Plateau,
Dakar

10. mai, 16:00

777336853

772286428

770916814","https://www.expat-dakar.com/annonce/climatiseurs-derniere-generation-inverter-6067266","Climatiseurs dernière génération inverter ✅✅","Neuf","Plateau

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1f177a304ce0ab4a67f5edd8d2db7015/-/horizon-files-prod/ed/picture/q6xke98p/4e21795935a7561fd5c422b50eb39edf9c0dc62f.jpg"
"1717212144-100","https://www.expat-dakar.com/climatisation?page=10","SPLIT CLIMATISEU ROCH 12000BTU 1.5. CV R410
Neuf
Plateau,
Dakar

vendredi, 12:06

195 000 F Cfa

775267261","https://www.expat-dakar.com/annonce/split-climatiseu-roch-12000btu-15-cv-r410-3565593","SPLIT CLIMATISEU ROCH 12000BTU 1.5. CV R410","Neuf","Plateau

Dakar","195 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e4ff0cc7299812406e36c3c9fc577d3e/-/horizon-files-prod/ed/picture/qnvp64w/059b130bc6166b3e3c7852c7d0ce51a341c46313.jpg"
"1717212147-101","https://www.expat-dakar.com/climatisation?page=10","SPLIT ASTECH 18000BTU 2.5 CV A++
Neuf
Plateau,
Dakar

vendredi, 11:54

245 000 F Cfa

285 000 F Cfa

Économisez 14%

775267261","https://www.expat-dakar.com/annonce/split-astech-18000btu-25-cv-a-3134749","SPLIT ASTECH 18000BTU 2.5 CV A++","Neuf","Plateau

Dakar","245 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c7997e53554ee7af8ca58591dbf6f924/-/horizon-files-prod/ed/picture/qnkjjqk/f30a73e7bb723924fb5f57b1ef290fcec7870fbc.png"
"1717212149-102","https://www.expat-dakar.com/climatisation?page=10","CLIM SPLIT SHARP 12000BTU 1.5 CV R410
Neuf
Plateau,
Dakar

vendredi, 11:57

190 000 F Cfa

229 000 F Cfa

Économisez 17%

775267261","https://www.expat-dakar.com/annonce/clim-split-sharp-12000btu-15-cv-r410-2922522","CLIM SPLIT SHARP 12000BTU 1.5 CV R410","Neuf","Plateau

Dakar","190 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6a6a1e7cf9907502c99ebd7ce4b0543f/-/horizon-files-prod/ed/picture/q64zzqg/c0d68fca9715ce4cca0d9eb2fb6e390a885628fa.jpg"
"1717212152-103","https://www.expat-dakar.com/climatisation?page=10","INSTALLATION GRATUITE CLIM SHARP 12000BTU
Neuf
Plateau,
Dakar

vendredi, 13:16

210 000 F Cfa

240 000 F Cfa

Économisez 12.5%

775267261","https://www.expat-dakar.com/annonce/installation-gratuite-clim-sharp-12000btu-5851972","INSTALLATION GRATUITE CLIM SHARP 12000BTU","Neuf","Plateau

Dakar","210 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8afc5dcfe22643435ad1b2aa40f4ccd7/-/horizon-files-prod/ed/picture/qwezq546/4ecfe4fb4b3db6fc1ee6efc6610ba9be9d2ff872.jpg"
"1717212155-104","https://www.expat-dakar.com/climatisation?page=10","CLIM SPLIT ASTECH 9000BTU 1 CV
Neuf
Plateau,
Dakar

vendredi, 11:58

149 900 F Cfa

159 900 F Cfa

Économisez 6.3%

775267261","https://www.expat-dakar.com/annonce/clim-split-astech-9000btu-1-cv-2988766","CLIM SPLIT ASTECH 9000BTU 1 CV","Neuf","Plateau

Dakar","149 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bdbcc8e75ad7adf31804d850397ed86f/-/horizon-files-prod/ed/picture/q64jwk7/1f9e515e586ab4f113e5891ac9c6ae52dbbe66f6.jpg"
"1717212158-105","https://www.expat-dakar.com/climatisation?page=10","SPLIT ASTECH 1.5CV INVERTER+WIFI 12000BTU
Neuf
Plateau,
Dakar

lundi, 11:41

224 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/split-astech-15cv-inverterwifi-12000btu-6073854","SPLIT ASTECH 1.5CV INVERTER+WIFI 12000BTU","Neuf","Plateau

Dakar","224 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f7636b89445417261d12d9ca4c252ace/-/horizon-files-prod/ed/picture/qrzvg7nn/97563ce856f43990f0d14387ecb285092e33f3ab.jpg"
"1717212160-106","https://www.expat-dakar.com/climatisation?page=10","SPLIT ASTECH 1.25CV INVERTER +WIFI 9000BTU
Neuf
Plateau,
Dakar

lundi, 11:49

198 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/split-astech-125cv-inverter-wifi-9000btu-6062897","SPLIT ASTECH 1.25CV INVERTER +WIFI 9000BTU","Neuf","Plateau

Dakar","198 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/dc58a0aa6eec96cbbbfa71bbe82901a9/-/horizon-files-prod/ed/picture/q448z6w5/e410d280533e3a1f6e0740ef0fa1c7eee2548771.jpg"
"1717212163-107","https://www.expat-dakar.com/climatisation?page=10","Split Climatiseur Samsung AR 18000 BTU 2.5cv Inverter
Neuf
Colobane,
Dakar

lundi, 12:44

400 000 F Cfa

776164045","https://www.expat-dakar.com/annonce/split-climatiseur-samsung-ar-18000-btu-25cv-inverter-6054087","Split Climatiseur Samsung AR 18000 BTU 2.5cv Inverter","Neuf","Colobane

Dakar","400 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8abea382d8d726fcbc2d21ae0aec28ba/-/horizon-files-prod/ed/picture/qzvdm5x9/6fb20bac51051696933ce41deb0cfaf7c3ddc6b8.jpg"
"1717212165-108","https://www.expat-dakar.com/climatisation?page=10","SPLIT SHARP 9000 BTU 1.25
Neuf
Plateau,
Dakar

mardi, 10:07

Vendeur vérifié

190 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/split-sharp-9000-btu-125-5448324","SPLIT SHARP 9000 BTU 1.25","Neuf","Plateau

Dakar","190 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/403bcfbf8c230947e2a36e0c99e55894/-/horizon-files-prod/ed/picture/qv44dv7p/b728f6d572e3a9bcbb93b95205c74fecd6b1ad15.jpg"
"1717212168-109","https://www.expat-dakar.com/climatisation?page=10","Clim SPLIT ASTECH 12000BTU 1.5 CV R410 A ++
Neuf
Plateau,
Dakar

vendredi, 13:14

210 000 F Cfa

775267261","https://www.expat-dakar.com/annonce/clim-split-astech-12000btu-15-cv-r410-a-5757567","Clim SPLIT ASTECH 12000BTU 1.5 CV R410 A ++","Neuf","Plateau

Dakar","210 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1f63b54bcc8b115248b9d34cb5068287/-/horizon-files-prod/ed/picture/q787rqzd/13a18ac20e2aad33a209373d2c0c35480e7a0be6.jpg"
"1717212173-110","https://www.expat-dakar.com/climatisation?page=9","SPLIT 1,25 smart technologie
Neuf
Keur Massar,
Dakar

mardi, 16:45

126 000 F Cfa

144 000 F Cfa

Économisez 12.5%

772046033","https://www.expat-dakar.com/annonce/split-125-smart-technologie-5810976","SPLIT 1,25 smart technologie","Neuf","Keur Massar

Dakar","126 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8f8b957b690a6683704bd28190a67314/-/horizon-files-prod/ed/picture/qrzqexvn/45bcb7494de00beae077ea340a1a5d697ec51abc.jpg"
"1717212176-111","https://www.expat-dakar.com/climatisation?page=9","SPLIT CLIM SHARP 24000BTU 3 CV R410
Neuf
Plateau,
Dakar

vendredi, 12:08

360 000 F Cfa

425 000 F Cfa

Économisez 15.3%

775267261","https://www.expat-dakar.com/annonce/split-clim-sharp-24000btu-3-cv-r410-2745955","SPLIT CLIM SHARP 24000BTU 3 CV R410","Neuf","Plateau

Dakar","360 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2fec77f237b49fb15c979c2b3b8138eb/-/horizon-files-prod/ed/picture/qxzm0x2/e36d1536726a53c7e426bc2ea3d44454a18d921c.jpg"
"1717212178-112","https://www.expat-dakar.com/climatisation?page=9","climatiseur Avec montage astech 9000BTU 1.25 CV
Neuf
Plateau,
Dakar

vendredi, 13:16

170 000 F Cfa

190 000 F Cfa

Économisez 10.5%

775267261","https://www.expat-dakar.com/annonce/climatiseur-avec-montage-astech-9000btu-125-cv-5899034","climatiseur Avec montage astech 9000BTU 1.25 CV","Neuf","Plateau

Dakar","170 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cea8caf211ae8933847f4540d28c664c/-/horizon-files-prod/ed/picture/qm5pgm5z/c15d964958185ad685d81df99c6d49bbbf0e2bf9.jpg"
"1717212181-113","https://www.expat-dakar.com/climatisation?page=9","SPLIT TCL 9000BTU 1.25 CV R410
Neuf
Plateau,
Dakar

vendredi, 11:05

149 900 F Cfa

165 000 F Cfa

Économisez 9.2%

775267261","https://www.expat-dakar.com/annonce/split-tcl-9000btu-125-cv-r410-6072606","SPLIT TCL 9000BTU 1.25 CV R410","Neuf","Plateau

Dakar","149 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/61ceea9349ddcb89e4345fd85c4c95e3/-/horizon-files-prod/ed/picture/qwe2dgx5/494a6385bf131653a81db28ec094ae6fd64661f2.jpg"
"1717212184-114","https://www.expat-dakar.com/climatisation?page=9","SPLIT SHARP 12000BTU 1.5 CV R410
Neuf
Plateau,
Dakar

vendredi, 12:07

210 000 F Cfa

225 000 F Cfa

Économisez 6.7%

775267261","https://www.expat-dakar.com/annonce/split-sharp-12000btu-15-cv-r410-4083765","SPLIT SHARP 12000BTU 1.5 CV R410","Neuf","Plateau

Dakar","210 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c489c38ec74f35cfcfdf92c1defc8de1/-/horizon-files-prod/ed/picture/qz9x66k/076aea67b8933de08a31239e3c0b8497bf2a6790.jpg"
"1717212187-115","https://www.expat-dakar.com/climatisation?page=9","Clim SPLIT SHARP 9000BTU R410
Neuf
Plateau,
Dakar

vendredi, 13:16

165 000 F Cfa

195 000 F Cfa

Économisez 15.4%

775267261","https://www.expat-dakar.com/annonce/clim-split-sharp-9000btu-r410-5757000","Clim SPLIT SHARP 9000BTU R410","Neuf","Plateau

Dakar","165 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5c379c597b73c10352bdcaf32503a99e/-/horizon-files-prod/ed/picture/q6x6482p/e8e1d456a01ce41df14fdf67eb5b611a5aadd6a4.jpg"
"1717212189-116","https://www.expat-dakar.com/climatisation?page=9","VENTILATEUR ROCH 18"" AVEC TELECOMMANDE
Neuf
Ouakam,
Dakar

mercredi, 11:30

Vendeur vérifié

26 900 F Cfa

29 900 F Cfa

Économisez 10%

770521414

709557473","https://www.expat-dakar.com/annonce/ventilateur-roch-18-avec-telecommande-5841308","VENTILATEUR ROCH 18"" AVEC TELECOMMANDE","Neuf","Ouakam

Dakar","26 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/47310f27f259b4e2e3ec705ec73ce511/-/horizon-files-prod/ed/picture/q8vzjx60/e43dc722479ed418edd509efdec49f8331f9549d.jpg"
"1717212192-117","https://www.expat-dakar.com/climatisation?page=9","Installation gratuite + garantie 12 mois sav
Neuf
Plateau,
Dakar

vendredi, 13:15

210 000 F Cfa

775267261","https://www.expat-dakar.com/annonce/installation-gratuite-garantie-12-mois-sav-5560572","Installation gratuite + garantie 12 mois sav","Neuf","Plateau

Dakar","210 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3ec8fa6be14a976718a6919d1f3fcb93/-/horizon-files-prod/ed/picture/qwee6p7g/a71f3b4270df0d8f01d865f9d2bd783f60c96043.jpg"
"1717212195-118","https://www.expat-dakar.com/climatisation?page=9","installation gratuite ASTECH 12000BTU 1.5 CV R410
Neuf
Plateau,
Dakar

vendredi, 12:08

199 000 F Cfa

230 000 F Cfa

Économisez 13.5%

775267261","https://www.expat-dakar.com/annonce/installation-gratuite-astech-12000btu-15-cv-r410-2744746","installation gratuite ASTECH 12000BTU 1.5 CV R410","Neuf","Plateau

Dakar","199 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/02ac50e87f2023d7fe323430f9f5fec4/-/horizon-files-prod/ed/picture/migrated/qd902qm/70ae6cadb2557bba743626d34ff52d58cada2f11.jpg"
"1717212198-119","https://www.expat-dakar.com/climatisation?page=9","CLIMATISEUR TCL 12000BTU 1.5 CV R410
Neuf
Plateau,
Dakar

vendredi, 11:13

175 000 F Cfa

200 000 F Cfa

Économisez 12.5%

775267261","https://www.expat-dakar.com/annonce/climatiseur-tcl-12000btu-15-cv-r410-6072603","CLIMATISEUR TCL 12000BTU 1.5 CV R410","Neuf","Plateau

Dakar","175 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/06e6b57fe8d492d02323967a000df91d/-/horizon-files-prod/ed/picture/q0gwqn6d/59ad01be2a4b5398f957d229bd671b02a5628894.jpg"
"1717212203-120","https://www.expat-dakar.com/climatisation?page=8","SPLIT BEKO 12000BTU 1.5 CV R410
Neuf
Plateau,
Dakar

vendredi, 12:08

200 000 F Cfa

255 000 F Cfa

Économisez 21.6%

775267261","https://www.expat-dakar.com/annonce/split-beko-12000btu-15-cv-r410-2745346","SPLIT BEKO 12000BTU 1.5 CV R410","Neuf","Plateau

Dakar","200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/75403c5b56e22308ced6a3078a818aa0/-/horizon-files-prod/ed/picture/migrated/qer9gpd/71d52383db559eefecff9470f512219f14536202.jpg"
"1717212206-121","https://www.expat-dakar.com/climatisation?page=8","SPLIT MEDEA 12000BTU 1.5 CV CLIMATISEUR
Neuf
Plateau,
Dakar

vendredi, 11:57

225 000 F Cfa

775267261","https://www.expat-dakar.com/annonce/split-medea-12000btu-15-cv-climatiseur-2879772","SPLIT MEDEA 12000BTU 1.5 CV CLIMATISEUR","Neuf","Plateau

Dakar","225 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/75e28e629234b56919e22aa1c2f0f342/-/horizon-files-prod/ed/picture/qw5gwd6/11f346d19de4aae9590b1e3eb971b00fa487ae85.jpg"
"1717212208-122","https://www.expat-dakar.com/climatisation?page=8","Split Hisense 1.25
Neuf
Plateau,
Dakar

mercredi, 21:41

145 000 F Cfa

776270457

766858780","https://www.expat-dakar.com/annonce/split-hisense-125-6056835","Split Hisense 1.25","Neuf","Plateau

Dakar","145 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/68fd7c747bd98c07680a6dddffada2ea/-/horizon-files-prod/ed/picture/qgq9xxgr/51900d37afb74e35833bc97ee12581f6267f7f1c.jpg"
"1717212211-123","https://www.expat-dakar.com/climatisation?page=8","Climatiseur SAMSUNG
D'occasion
Almadies,
Dakar

jeudi, 10:34

100 000 F Cfa

774363102","https://www.expat-dakar.com/annonce/climatiseur-samsung-6076406","Climatiseur SAMSUNG","D'occasion","Almadies

Dakar","100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5aa0a29797483b83e312e0c0730f7a4f/-/horizon-files-prod/ed/picture/qwe2d05g/e46c9cdf53f11665d1b1ec0419dbee1d8d2d5c90.jpg"
"1717212214-124","https://www.expat-dakar.com/climatisation?page=8","SPLIT Sharp 18000 BTU
Neuf
Plateau,
Dakar

jeudi, 10:52

Vendeur vérifié

285 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/split-sharp-18000-btu-5437338","SPLIT Sharp 18000 BTU","Neuf","Plateau

Dakar","285 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/898d67a2b0af7fe191e6d03c1dcbdb34/-/horizon-files-prod/ed/picture/qpddmr64/29c3f23a32f2877a187542aed4e8cd62dcc44982.png"
"1717212218-125","https://www.expat-dakar.com/climatisation?page=8","VENTILATEUR MURAL ROCH 18"" AVEC TELECOMMANDE
Neuf
Ouakam,
Dakar

jeudi, 12:07

Vendeur vérifié

22 900 F Cfa

25 000 F Cfa

Économisez 8.4%

770521414

709557473","https://www.expat-dakar.com/annonce/ventilateur-mural-roch-18-avec-telecommande-5690519","VENTILATEUR MURAL ROCH 18"" AVEC TELECOMMANDE","Neuf","Ouakam

Dakar","22 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/65517ee4442b9539d4ab0fabed23dabf/-/horizon-files-prod/ed/picture/q5649gp7/7cf740f0c8e5926668c53a015c0b1141e9547598.jpg"
"1717212223-126","https://www.expat-dakar.com/climatisation?page=8","SPLIT FINIX
Neuf
Gibraltar,
Dakar

vendredi, 09:57

175 000 F Cfa

773720399

778454745","https://www.expat-dakar.com/annonce/split-finix-6077282","SPLIT FINIX","Neuf","Gibraltar

Dakar","175 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bb9012b1a78770096b1ab01f3674e991/-/horizon-files-prod/ed/picture/qpd6x4jw/4daabb65085fda1309d6912a8ff5ecce0ee46a4b.jpg"
"1717212226-127","https://www.expat-dakar.com/climatisation?page=8","SPLIT SMART TECHNOLOGY 9000BTU GAZ 410
Neuf
Plateau,
Dakar

mardi, 10:20

Vendeur vérifié

145 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/split-smart-technology-9000btu-gaz-410-5829254","SPLIT SMART TECHNOLOGY 9000BTU GAZ 410","Neuf","Plateau

Dakar","145 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/57e907d5814f75aaf31be194425b36cc/-/horizon-files-prod/ed/picture/qrzqp7gq/23ad72673a108f7318f87c2f4bdcdbb7b35a2f12.png"
"1717212229-128","https://www.expat-dakar.com/climatisation?page=8","Split Midea 12000 BTU 1.5 CV Climatiseur
Neuf
Plateau,
Dakar

vendredi, 11:15

Vendeur vérifié

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/split-midea-12000-btu-15-cv-climatiseur-5580812","Split Midea 12000 BTU 1.5 CV Climatiseur","Neuf","Plateau

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f8aae575eb64fdf518946dd5c6a1b71c/-/horizon-files-prod/ed/picture/qm552rk6/03619113b2a7738ea65902cc5083ed3c74fac285.jpg"
"1717212231-129","https://www.expat-dakar.com/climatisation?page=8","Split
Neuf
Plateau,
Dakar

vendredi, 11:17

130 000 F Cfa

758392566","https://www.expat-dakar.com/annonce/split-6069797","Split","Neuf","Plateau

Dakar","130 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/db7879bfb6beaae2d8e47a602b70cc4d/-/horizon-files-prod/ed/picture/q448xjzz/1d83ee60ae85e0ddf9cc890535c0164c8f8a997e.jpg"
"1717212236-130","https://www.expat-dakar.com/climatisation?page=7","Split ! toutes marques de 1,25 cv à 6 cv
Neuf
Almadies 2,
Dakar

vendredi, 11:29

245 000 F Cfa

770494880","https://www.expat-dakar.com/annonce/split-toutes-marques-de-125-cv-a-6-cv-6077368","Split ! toutes marques de 1,25 cv à 6 cv","Neuf","Almadies 2

Dakar","245 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/30c2f289d87069203ab122157accc772/-/horizon-files-prod/ed/picture/qv4e2j5m/1d5c9b6378afb648b584ff014adffde471aa0b7f.jpg"
"1717212239-131","https://www.expat-dakar.com/climatisation?page=7","SPLIT HISENSE 12000 BTU INVERTER R410A
Neuf
Plateau,
Dakar

vendredi, 11:49

Vendeur vérifié

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/split-hisense-12000-btu-inverter-r410a-5723449","SPLIT HISENSE 12000 BTU INVERTER R410A","Neuf","Plateau

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c48e179290af26da0f4b0b256fd0d2d4/-/horizon-files-prod/ed/picture/qngdwz7e/e9bc21dadad2a380d993f156fdc78fe46920f62b.jpg"
"1717212242-132","https://www.expat-dakar.com/climatisation?page=7","SPLIT WESTPOOL 9000BTU INVERTER ACS/M09410S
Neuf
Plateau,
Dakar

vendredi, 12:57

Vendeur vérifié

250 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/split-westpool-9000btu-inverter-acsm09410s-5783596","SPLIT WESTPOOL 9000BTU INVERTER ACS/M09410S","Neuf","Plateau

Dakar","250 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b1f7bc69028590eea0493325eb8bfd5f/-/horizon-files-prod/ed/picture/q8vz85x7/f77425e7067062bb67b6f04ebdff8a022874b5d3.jpg"
"1717212244-133","https://www.expat-dakar.com/climatisation?page=7","Split Astech 12000 BTU 1,5 cv
Neuf
Médina,
Dakar

vendredi, 13:22

160 000 F Cfa

774864545","https://www.expat-dakar.com/annonce/split-astech-12000-btu-15-cv-6037683","Split Astech 12000 BTU 1,5 cv","Neuf","Médina

Dakar","160 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ea913d3e477996516df815c638872261/-/horizon-files-prod/ed/picture/q2jq6znq/d6774cfba4a92bfd539eb4253d454db567d487f7.jpg"
"1717212247-134","https://www.expat-dakar.com/climatisation?page=7","Split Astech 9BTU 1,25
Neuf
Médina,
Dakar

vendredi, 13:23

139 000 F Cfa

774864545","https://www.expat-dakar.com/annonce/split-astech-9btu-125-6054664","Split Astech 9BTU 1,25","Neuf","Médina

Dakar","139 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7c2fd25339b362094a7fbdca34fc5b7f/-/horizon-files-prod/ed/picture/qenq4mzd/c7b55712529d7a4e227625594a3a4512f0ef598e.jpg"
"1717212249-135","https://www.expat-dakar.com/climatisation?page=7","Split 1.5 deska 12000btu
Neuf
Colobane,
Dakar

vendredi, 13:27

149 900 F Cfa

772095510","https://www.expat-dakar.com/annonce/split-15-deska-12000btu-6077526","Split 1.5 deska 12000btu","Neuf","Colobane

Dakar","149 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/34000b5dcce7b3c11da297edd246f71f/-/horizon-files-prod/ed/picture/q9m9pvej/9d3f0035b72347ea369ed88468327d88b81269f9.jpg"
"1717212253-136","https://www.expat-dakar.com/climatisation?page=7","Climatiseur ROCH Portable 12000 BTU
Neuf
Plateau,
Dakar

vendredi, 13:28

Vendeur vérifié

300 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/climatiseur-roch-portable-12000-btu-5363113","Climatiseur ROCH Portable 12000 BTU","Neuf","Plateau

Dakar","300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a5b89ad33087b85585abe0327bb8dda2/-/horizon-files-prod/ed/picture/qgq5n7en/1c3b5c5fb9fdd731122e793b39790779a270b8c0.jpg"
"1717212256-137","https://www.expat-dakar.com/climatisation?page=7","Kit Ventilateur Clim Solaire
Neuf
Keur Massar,
Dakar

samedi, 11:46

778256969

781693939

338249369","https://www.expat-dakar.com/annonce/kit-ventilateur-clim-solaire-6051959","Kit Ventilateur Clim Solaire","Neuf","Keur Massar

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/488a452473ab983431c0d69c8426f95a/-/horizon-files-prod/ed/picture/qj4rkx44/9ebdde3c8c6e87d7ae60ceccf16f2dc9a09f54a0.jpg"
"1717212258-138","https://www.expat-dakar.com/climatisation?page=7","SPLIT BEKO 12000BTU (1.5CV)
Neuf
Ouakam,
Dakar

samedi, 11:53

Vendeur vérifié

199 900 F Cfa

250 000 F Cfa

Économisez 20%

770521414

709557473","https://www.expat-dakar.com/annonce/split-beko-12000btu-15cv-5731807","SPLIT BEKO 12000BTU (1.5CV)","Neuf","Ouakam

Dakar","199 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c3a9f7c7465bc156fa77313435eb1df2/-/horizon-files-prod/ed/picture/qq4dg98n/f65997ef83d34c75ecaf53ebe37f5c3411cad13c.jpg"
"1717212262-139","https://www.expat-dakar.com/climatisation?page=7","VENTILATEUR SUR PIED GEEPAS
Neuf
Plateau,
Dakar

lundi, 13:51

Vendeur vérifié

27 000 F Cfa

786374400","https://www.expat-dakar.com/annonce/ventilateur-sur-pied-geepas-5878495","VENTILATEUR SUR PIED GEEPAS","Neuf","Plateau

Dakar","27 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/95a6a03124ef1079c2a3c97c22f8db4a/-/horizon-files-prod/ed/picture/qq47d4xw/a512076c4525b1a088ea0c478d8c4ce1237621af.jpg"
