web-scraper-order,web-scraper-start-url,article_link,article_link-href,details,etat,adresse,prix,image_lien-src
"1717211836-46","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=16","PROMO CONGÉLATEUR ELACTRON HORIZONTAL 150LITRES
Neuf
Plateau,
Dakar

dimanche, 23:44

110 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/promo-congelateur-elactron-horizontal-150litres-6078740","PROMO CONGÉLATEUR ELACTRON HORIZONTAL 150LITRES","Neuf","Plateau

Dakar","110 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bae42a8b81d2e04116178efefa4b929b/-/horizon-files-prod/ed/picture/qdek5v22/3f8e3e2bf2440025bda98e5ce14d565395b9aa85.jpg"
"1717211840-47","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=16","PROMO CONGÉLATEUR ASTECH HORIZONTAL 160LITRES
Neuf
Plateau,
Dakar

dimanche, 23:51

105 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/promo-congelateur-astech-horizontal-160litres-6078741","PROMO CONGÉLATEUR ASTECH HORIZONTAL 160LITRES","Neuf","Plateau

Dakar","105 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5a1bbade4abde654e19729fff70e8eea/-/horizon-files-prod/ed/picture/q56xmezg/ffa821d67afd0e6a59a3ccf630f95948272829d1.jpg"
"1717211846-48","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=16","PROMO CONGÉLATEUR 102LITRES SMART TECHNOLOGY HORIZONTAL
Neuf
Plateau,
Dakar

lundi, 00:02

99 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/promo-congelateur-102litres-smart-technology-horizontal-6078744","PROMO CONGÉLATEUR 102LITRES SMART TECHNOLOGY HORIZONTAL","Neuf","Plateau

Dakar","99 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/199c26c4db9de8dc6784f22c4b91adc2/-/horizon-files-prod/ed/picture/q6xkgev4/af8eeebf26b29e87034d2769e10c8d8d44d2f93c.jpg"
"1717211854-49","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=16","CONGELATEUR HISENS
Neuf
Point-e,
Dakar

lundi, 08:57

220 000 F Cfa

766911515","https://www.expat-dakar.com/annonce/congelateur-hisens-6078944","CONGELATEUR HISENS","Neuf","Point-e

Dakar","220 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/28f0ce2e78117a788375b718ac13f028/-/horizon-files-prod/ed/picture/q6xkge98/82059b8644f7546041ec0c5d37526e50cbca4e78.jpg"
"1717211857-50","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=16","Réfrigérateur Astech 3 Tiroirs
Neuf
VDN,
Dakar

lundi, 10:46

180 000 F Cfa

754414545","https://www.expat-dakar.com/annonce/refrigerateur-astech-3-tiroirs-6079051","Réfrigérateur Astech 3 Tiroirs","Neuf","VDN

Dakar","180 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5544073fd415be5471901561d251d992/-/horizon-files-prod/ed/picture/qq47mmqv/ad95fba2dfaf3cea805d90056223c8a43e99d663.jpg"
"1717211863-51","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=16","Congélateur Astech 300 litres
Neuf
VDN,
Dakar

lundi, 10:56

175 000 F Cfa

754414545","https://www.expat-dakar.com/annonce/congelateur-astech-300-litres-6079055","Congélateur Astech 300 litres","Neuf","VDN

Dakar","175 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/71e877751bfd58ad41f6a43a3fcfa49e/-/horizon-files-prod/ed/picture/qxj255dm/39b5574bc7c4b3ec9d26e31d2742139ab4a71f97.jpg"
"1717211866-52","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=16","Promo réfrigérateur vertical vitrine pepsi
Neuf
Plateau,
Dakar

lundi, 12:07

264 900 F Cfa

778477678

770617880","https://www.expat-dakar.com/annonce/promo-refrigerateur-vertical-vitrine-pepsi-6079123","Promo réfrigérateur vertical vitrine pepsi","Neuf","Plateau

Dakar","264 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6c68ce57ae157968bdd431397ec55671/-/horizon-files-prod/ed/picture/q785kk5z/e00f9f3910a5f02c6def25786efa3692d733c3e9.jpg"
"1717211869-53","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=16","Réfrigérateur 2 porte Candy
Venant
Colobane,
Dakar

lundi, 13:38

110 000 F Cfa

772095510","https://www.expat-dakar.com/annonce/refrigerateur-2-porte-candy-6067804","Réfrigérateur 2 porte Candy","Venant","Colobane

Dakar","110 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1b61cbaf8452e9b1bf9ad32e510fd3dd/-/horizon-files-prod/ed/picture/q9m9e7q5/67f3f26d1f7f574a8d985c4bd140543df9f8e37d.jpg"
"1717211879-54","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=15","Réfrigérateur
D'occasion
Parcelles Assainies,
Dakar

lundi, 15:11

80 000 F Cfa","https://www.expat-dakar.com/annonce/refrigerateur-6079271","Réfrigérateur","D'occasion","Parcelles Assainies

Dakar","80 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e7f13e4c5eb42611307253a3431b4b46/-/horizon-files-prod/ed/picture/qngx442z/72f38ff7283377b785b640576984e057dcacee4d.jpg"
"1717211882-55","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=15","Congélateur icona horizontal
Neuf
Point-e,
Dakar

lundi, 15:32

190 000 F Cfa

766911515","https://www.expat-dakar.com/annonce/congelateur-icona-horizontal-6079349","Congélateur icona horizontal","Neuf","Point-e

Dakar","190 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c30f7211b0cdd176a82ffac71b21f71a/-/horizon-files-prod/ed/picture/qngx448g/dc9ce6b5b644ee7d1472507eda3cc1768f26b84f.jpg"
"1717211887-56","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=15","Congélateur horizontal smart technologie 400L
Neuf
Point-e,
Dakar

lundi, 15:47

185 000 F Cfa

766911515","https://www.expat-dakar.com/annonce/congelateur-horizontal-smart-technologie-400l-6079353","Congélateur horizontal smart technologie 400L","Neuf","Point-e

Dakar","185 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/dc3d642f6cd84722e7680cd50213a623/-/horizon-files-prod/ed/picture/q448xxw5/465604405cdf16d61023a1e057f745f7ca9e07ec.jpg"
"1717211892-57","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=15","CONGELATEUR SMART TECHNOLOGY
Neuf
Point-e,
Dakar

lundi, 16:28

205 000 F Cfa

766911515","https://www.expat-dakar.com/annonce/congelateur-smart-technology-6079370","CONGELATEUR SMART TECHNOLOGY","Neuf","Point-e

Dakar","205 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/dd186c90cb81c72b7edfe96c7752e676/-/horizon-files-prod/ed/picture/q9m9ppz0/fa15c06f1b96ce484ec42bb1d7dd6108e9b869db.jpg"
"1717211895-58","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=15","CONGELATEUR ELECTRON HORIZONTAL 400L
Neuf
Point-e,
Dakar

lundi, 16:05

205 000 F Cfa

766911515","https://www.expat-dakar.com/annonce/congelateur-electron-horizontal-400l-6079379","CONGELATEUR ELECTRON HORIZONTAL 400L","Neuf","Point-e

Dakar","205 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6856ed2256a5e865660175ea3e8e016b/-/horizon-files-prod/ed/picture/qgq9vvr8/21ab85228e98cd62f0f6222fab8e8331a55b9cb8.jpg"
"1717211899-59","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=15","CONGELATEUR WHIRLPOOL HORIZONTAL 600L
Neuf
Point-e,
Dakar

lundi, 16:12

310 000 F Cfa

766911515","https://www.expat-dakar.com/annonce/congelateur-whirlpool-horizontal-600l-6079383","CONGELATEUR WHIRLPOOL HORIZONTAL 600L","Neuf","Point-e

Dakar","310 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8144c63a654abc4ab1feaf68aa9c67f7/-/horizon-files-prod/ed/picture/q2jq44v2/bfe3077f7fbf7ed4db9cd5a99df16c2e07189011.jpg"
"1717211904-60","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=15","Congélateur Beko 600L
Neuf
Ouakam,
Dakar

lundi, 16:17

Vendeur vérifié

339 900 F Cfa

360 000 F Cfa

Économisez 5.6%

770521414

709557473","https://www.expat-dakar.com/annonce/congelateur-beko-600l-6079387","Congélateur Beko 600L","Neuf","Ouakam

Dakar","360 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c6888b572ad87424eacc94faed433397/-/horizon-files-prod/ed/picture/qzvd77k9/2b1d784b05b1c5eb3fdb4a1dceee956a7fddd467.jpg"
"1717211908-61","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=15","CONGELATEUR SMART TECHNOLOGIE VERTICAL
Neuf
Point-e,
Dakar

Hier, 11:13

180 000 F Cfa

766911515","https://www.expat-dakar.com/annonce/congelateur-smart-technologie-vertical-6079389","CONGELATEUR SMART TECHNOLOGIE VERTICAL","Neuf","Point-e

Dakar","180 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/391f9c4c236dfe6deee673a642bc2832/-/horizon-files-prod/ed/picture/q785kkqe/652d53ed722bbdb973b7197f05f4d9a4b9174c6d.jpg"
"1717211914-62","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=15","Congélateur vertical Astech
Neuf
Plateau,
Dakar

lundi, 20:10

1 F Cfa

781895591","https://www.expat-dakar.com/annonce/congelateur-vertical-astech-6079469","Congélateur vertical Astech","Neuf","Plateau

Dakar","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5728e26cd534341c113552ec7e3effb5/-/horizon-files-prod/ed/picture/q0gwqqez/a00e1b239dec94d98d2dc51c7b64aa1983a7972c.jpg"
"1717211918-63","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=15","Frigo bar Astech
Neuf
Plateau,
Dakar

lundi, 20:12

1 F Cfa

781895591","https://www.expat-dakar.com/annonce/frigo-bar-astech-6079470","Frigo bar Astech","Neuf","Plateau

Dakar","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/dc5619cc83f75961a3f0c53cdc75292c/-/horizon-files-prod/ed/picture/q9m9ppe6/69537491f4c67648b7e1c13fecb234f59a89dde1.jpg"
"1717211948-64","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=14","PROMO RÉFRIGÉRATEUR 315LITRES ASTECH COMBINÉ 3TIROIRS
Neuf
Plateau,
Dakar

lundi, 23:00

289 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/promo-refrigerateur-315litres-astech-combine-3tiroirs-6079567","PROMO RÉFRIGÉRATEUR 315LITRES ASTECH COMBINÉ 3TIROIRS","Neuf","Plateau

Dakar","289 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f1323299beff06cf74170286057a9c26/-/horizon-files-prod/ed/picture/q785kn8n/c4e319ca681d430e73669952317f0d33fd67fbe3.jpg"
"1717211952-65","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=14","PROMO RÉFRIGÉRATEUR 399LITRES CAC SIDE BY SIDE 2PORTES
Neuf
Plateau,
Dakar

lundi, 23:09

429 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/promo-refrigerateur-399litres-cac-side-by-side-2portes-6079568","PROMO RÉFRIGÉRATEUR 399LITRES CAC SIDE BY SIDE 2PORTES","Neuf","Plateau

Dakar","429 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bffafa1b6f1c383f69f111cb4d0f11c7/-/horizon-files-prod/ed/picture/qv4e2npm/26de2525e3a056292e419812d63d7f49abe893c9.jpg"
"1717211957-66","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=14","PROMO RÉFRIGÉRATEUR 531LITRES CAC SIDE BY SIDE 2PORTES
Neuf
Plateau,
Dakar

lundi, 23:14

489 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/promo-refrigerateur-531litres-cac-side-by-side-2portes-6079570","PROMO RÉFRIGÉRATEUR 531LITRES CAC SIDE BY SIDE 2PORTES","Neuf","Plateau

Dakar","489 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8a2b08bd1d51168e4d14d2d9f7369205/-/horizon-files-prod/ed/picture/q9m9p488/2d70c2ec9f7c4e88a80b0758cba275a83346010c.jpg"
"1717211961-67","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=14","PROMO RÉFRIGÉRATEUR 295LITRES DAEWOO COMBINÉ 3TIROIRS
Neuf
Plateau,
Dakar

lundi, 23:24

279 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/promo-refrigerateur-295litres-daewoo-combine-3tiroirs-6079571","PROMO RÉFRIGÉRATEUR 295LITRES DAEWOO COMBINÉ 3TIROIRS","Neuf","Plateau

Dakar","279 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/517bd722881dc67d17863c2348141635/-/horizon-files-prod/ed/picture/qngx4rdx/f35bd31ce3f9de0fa6b906080c2b278354f57d91.jpg"
"1717211965-68","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=14","PROMO RÉFRIGÉRATEUR 295LITRES DAEWOO COMBINÉ 3TIROIRS
Neuf
Plateau,
Dakar

lundi, 23:32

279 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/promo-refrigerateur-295litres-daewoo-combine-3tiroirs-6079572","PROMO RÉFRIGÉRATEUR 295LITRES DAEWOO COMBINÉ 3TIROIRS","Neuf","Plateau

Dakar","279 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8456949060f436b41030d9638827cde2/-/horizon-files-prod/ed/picture/qwe2dqzp/f494e14e73aef9c059ee06bea3063677c5788199.jpg"
"1717211969-69","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=14","PROMO RÉFRIGÉRATEUR DESKA COMBINÉ 5TIROIRS
Neuf
Plateau,
Dakar

lundi, 23:41

249 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/promo-refrigerateur-deska-combine-5tiroirs-6079574","PROMO RÉFRIGÉRATEUR DESKA COMBINÉ 5TIROIRS","Neuf","Plateau

Dakar","249 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a33002f78e5083c1ce7be97031edbac5/-/horizon-files-prod/ed/picture/q8v5jqzp/3cb3b6c4b6bd35fa736a632fe4bea7524b4700e4.jpg"
"1717211975-70","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=14","PROMO RÉFRIGÉRATEUR 550LITRES ENDURO 2PORTES DEFROST
Neuf
Plateau,
Dakar

mardi, 19:19

310 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/promo-refrigerateur-550litres-enduro-2portes-defrost-6079575","PROMO RÉFRIGÉRATEUR 550LITRES ENDURO 2PORTES DEFROST","Neuf","Plateau

Dakar","310 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/002b2b361c993d1f4778868c9c6bf62e/-/horizon-files-prod/ed/picture/q448xedr/41b449b34bbaa43b7eae3f3545387af5a549d885.jpg"
"1717211979-71","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=14","RÉFRIGÉRATEUR SMART TECHNOLOGY
Neuf
Plateau,
Dakar

jeudi, 05:32

85 000 F Cfa

775732812

756335874

767335517","https://www.expat-dakar.com/annonce/refrigerateur-smart-technology-6079674","RÉFRIGÉRATEUR SMART TECHNOLOGY","Neuf","Plateau

Dakar","85 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/af66f56b072dfb0a864ef4fbe0341a3a/-/horizon-files-prod/ed/picture/q8v5jqp6/d20043665a7a576a2fd82b465270e442641bc4d0.jpg"
"1717211983-72","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=14","Réfrigérateur a vendre
D'occasion
Liberte 2,
Dakar

mardi, 06:39

50 000 F Cfa

781138744","https://www.expat-dakar.com/annonce/refrigerateur-a-vendre-6079537","Réfrigérateur a vendre","D'occasion","Liberte 2

Dakar","50 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/52c2ff01b43803de619ca460da518c6a/-/horizon-files-prod/ed/picture/qj4rnvmd/691bf769c307cc380440cb2fb719f878d6129859.jpg"
"1717211987-73","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=14","frigo astech 2portes 150l a+
Neuf
Ouakam,
Dakar

mardi, 10:11

Vendeur vérifié

129 900 F Cfa

140 000 F Cfa

Économisez 7.2%

770521414

709557473","https://www.expat-dakar.com/annonce/frigo-astech-2portes-150l-a-6072931","frigo astech 2portes 150l a+","Neuf","Ouakam

Dakar","140 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9959d97d39efa7501624229c7577b7f9/-/horizon-files-prod/ed/picture/q448xr6r/463588b4bd8d1a3a7ced8be93930830538b3f92c.jpg"
"1717211993-74","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=13","vente de frigo congelateur
D'occasion
Bel air,
Dakar

mardi, 11:15

450 000 F Cfa

776465771","https://www.expat-dakar.com/annonce/vente-de-frigo-congelateur-6079939","vente de frigo congelateur","D'occasion","Bel air

Dakar","450 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2115799e1986a73f8800f46b320804ed/-/horizon-files-prod/ed/picture/q2jq4pme/9186c676804996ac80453c4dad242ff3e3992659.jpg"
"1717211999-75","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=13","Réfrigérateurs enduro 3 tiroirs ino
Neuf
Mbao,
Dakar

mardi, 11:25

205 000 F Cfa

772828509","https://www.expat-dakar.com/annonce/refrigerateurs-enduro-3-tiroirs-ino-6055468","Réfrigérateurs enduro 3 tiroirs ino","Neuf","Mbao

Dakar","205 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7403ebf8cd463dce261f6ba6d23fa3ac/-/horizon-files-prod/ed/picture/qv4e8rg5/91d498c0203ff02e8bfacbd2fbc5bc82bdf7cd44.jpg"
"1717212002-76","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=13","Congélateur astech 300litres
Neuf
Plateau,
Dakar

mardi, 11:44

175 000 F Cfa

774458810","https://www.expat-dakar.com/annonce/congelateur-astech-300litres-5755081","Congélateur astech 300litres","Neuf","Plateau

Dakar","175 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2759b8c1dae9275db27b30137878d983/-/horizon-files-prod/ed/picture/qj4j729d/ab65855c076f66c000412461d117b6c01c888104.jpg"
"1717212011-77","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=13","Congélateur smart technology CH 350 silver
Neuf
Plateau,
Dakar

mardi, 11:44

195 000 F Cfa

774458810","https://www.expat-dakar.com/annonce/congelateur-smart-technology-ch-350-silver-5687433","Congélateur smart technology CH 350 silver","Neuf","Plateau

Dakar","195 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3632b1a551b1e68d27ab7a06d5adb834/-/horizon-files-prod/ed/picture/qxj6g60m/589d01bef28be25f11248d82812921d2d479bc4c.jpg"
"1717212082-78","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=13","vente de frigo congélateur
D'occasion
Bel air,
Dakar

mardi, 11:54

449 999 F Cfa

776465771","https://www.expat-dakar.com/annonce/vente-de-frigo-congelateur-6079988","vente de frigo congélateur","D'occasion","Bel air

Dakar","449 999 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/dd1fa05d04d4ef1c9940f62f39defa17/-/horizon-files-prod/ed/picture/q6xkg006/297138f3438cb95aa6b2aa58746ab36bddc6b6eb.jpg"
"1717212085-79","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=13","Mini frigo à vendre
D'occasion
Ngor,
Dakar

mardi, 12:05

45 000 F Cfa

773203557","https://www.expat-dakar.com/annonce/mini-frigo-a-vendre-6079993","Mini frigo à vendre","D'occasion","Ngor

Dakar","45 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/143bca3842cc28f05263c5fb10cde5a9/-/horizon-files-prod/ed/picture/qngx4rr0/825d4db3b66bf8b557b02163e87a63b9c7917f08.jpg"
"1717212088-80","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=13","Réfrigérateur Enduro combiné 700L
Neuf
Plateau,
Dakar

mardi, 12:58

Vendeur vérifié

590 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/refrigerateur-enduro-combine-700l-6080072","Réfrigérateur Enduro combiné 700L","Neuf","Plateau

Dakar","590 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cdb39483d100d1ff5773743965977f99/-/horizon-files-prod/ed/picture/qwe2qmzd/d4aaca04af92470cde5b01fbdfbbc0ba8c7f6134.jpg"
"1717212093-81","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=13","Réfrigérateur Enduro 2 portes 500L
Neuf
Plateau,
Dakar

mardi, 12:59

Vendeur vérifié

325 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/refrigerateur-enduro-2-portes-500l-6072122","Réfrigérateur Enduro 2 portes 500L","Neuf","Plateau

Dakar","325 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/20d92b981cc07cc5ef9f54ae576f5798/-/horizon-files-prod/ed/picture/q6xkgqw4/013e4659c61dfe00d996a6640455e733ad307c0e.jpg"
"1717212096-82","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=13","Réfrigérateur Elactron 3 Tiroirs 245L
Neuf
Plateau,
Dakar

mardi, 13:07

Vendeur vérifié

390 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/refrigerateur-elactron-3-tiroirs-245l-6013072","Réfrigérateur Elactron 3 Tiroirs 245L","Neuf","Plateau

Dakar","390 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8d7f410317828895b3c296672c069020/-/horizon-files-prod/ed/picture/qwe20xxj/fc871ac3ed8f2587e5a78eac8aad3d910c64f01e.jpg"
"1717212104-83","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=12","Congélateur Astech Horizontal 280L
Neuf
Point-e,
Dakar

mardi, 13:23

Vendeur vérifié

144 000 F Cfa

175 000 F Cfa

Économisez 17.7%

775339898","https://www.expat-dakar.com/annonce/congelateur-astech-horizontal-280l-6080108","Congélateur Astech Horizontal 280L","Neuf","Point-e

Dakar","175 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ba2b0314cfb2c1f812adc0adfbeab04f/-/horizon-files-prod/ed/picture/q8v5q04x/e19fd313c8dbcf66377fc7a4a44ffb7509e2a5fa.jpg"
"1717212107-84","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=12","Réfrigérateur mini bar Haier HR-80VNBS – 50L
Neuf
Colobane,
Dakar

mardi, 13:26

65 000 F Cfa

776164045","https://www.expat-dakar.com/annonce/refrigerateur-mini-bar-haier-hr-80vnbs-50l-6046451","Réfrigérateur mini bar Haier HR-80VNBS – 50L","Neuf","Colobane

Dakar","65 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8f2310a33b6c0537fe1bf14032a4200f/-/horizon-files-prod/ed/picture/qq47e0xn/d755427e6b3856c6cb639e1afa0472f4824136de.png"
"1717212111-85","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=12","Congélateur 190L
Neuf
Sicap Liberté,
Dakar

mardi, 13:41

Vendeur vérifié

109 000 F Cfa

778624545","https://www.expat-dakar.com/annonce/congelateur-190l-6080092","Congélateur 190L","Neuf","Sicap Liberté

Dakar","109 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/03a7e9dc39821252fcefb52d7733201e/-/horizon-files-prod/ed/picture/q9m94097/e0d76b5283fbe54a8d083a33a9d8100cd0219964.jpg"
"1717212115-86","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=12","Congélateur 300L
Neuf
Sicap Liberté,
Dakar

mardi, 13:50

Vendeur vérifié

179 000 F Cfa

778624545","https://www.expat-dakar.com/annonce/congelateur-300l-6080146","Congélateur 300L","Neuf","Sicap Liberté

Dakar","179 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f715e6068df55af25095adb7daa12a75/-/horizon-files-prod/ed/picture/qv4enmgg/6940b026c2a7236763c0a647a7666a22d2aa099c.jpg"
"1717212119-87","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=12","Congélateur 400L smart technology
Neuf
Sicap Liberté,
Dakar

mardi, 16:02

Vendeur vérifié

210 000 F Cfa

778624545","https://www.expat-dakar.com/annonce/congelateur-400l-smart-technology-6080309","Congélateur 400L smart technology","Neuf","Sicap Liberté

Dakar","210 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/200707eb07bdab1adaf870413a7ba5ea/-/horizon-files-prod/ed/picture/q448ej29/51ea96287f09869ce3486a401f494357f2509603.jpg"
"1717212122-88","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=12","Frigo congélateur
Neuf
Plateau,
Dakar

mardi, 16:59

90 000 F Cfa

784806565","https://www.expat-dakar.com/annonce/frigo-congelateur-6080352","Frigo congélateur","Neuf","Plateau

Dakar","90 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/de6a678f59a420b27f59d7e50ebdf5ae/-/horizon-files-prod/ed/picture/q8v5q08r/8033d8d37b61380966e2194212fb63a05acfe43e.jpg"
"1717212126-89","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=12","PROMO RÉFRIGÉRATEUR 197LITRES ASTECH COMBINÉ 4TIROIRS
Neuf
Plateau,
Dakar

mardi, 22:29

295 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/promo-refrigerateur-197litres-astech-combine-4tiroirs-6080507","PROMO RÉFRIGÉRATEUR 197LITRES ASTECH COMBINÉ 4TIROIRS","Neuf","Plateau

Dakar","295 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3864dab24d038464d12142008c4efccb/-/horizon-files-prod/ed/picture/qq47p4qn/b48eb99e1a0db8d6114ec4fcb172de005284bba0.jpg"
"1717212130-90","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=12","PROMO CONGÉLATEUR 185LITRES ASTECH VERTICAL 6TIROIRS
Neuf
Plateau,
Dakar

mardi, 22:34

189 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/promo-congelateur-185litres-astech-vertical-6tiroirs-6080508","PROMO CONGÉLATEUR 185LITRES ASTECH VERTICAL 6TIROIRS","Neuf","Plateau

Dakar","189 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/de9cd374aa8175a4efd266f8c77bfa63/-/horizon-files-prod/ed/picture/q8v5qv07/304da5a7bdf00c921b38e4feea9375db73aff86a.jpg"
"1717212133-91","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=12","PROMO CONGÉLATEUR 920LITRES ASTECH HORIZONTAL
Neuf
Plateau,
Dakar

mardi, 22:52

750 000 F Cfa

777510319

777510319","https://www.expat-dakar.com/annonce/promo-congelateur-920litres-astech-horizontal-6080514","PROMO CONGÉLATEUR 920LITRES ASTECH HORIZONTAL","Neuf","Plateau

Dakar","750 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/08cda2df708736e9ee6076e929aaf8a3/-/horizon-files-prod/ed/picture/qkrg9rrm/99be43e9716ec90a4173da60c2c80a9158d579e3.jpg"
